Chapter_Number,Chapter_Name,Section_Number,Section_Name,Section_Note,Subsection_Number,Subsection_Name,Subsection_Note
Chapter 10,Means of Egress,1009,Accessible Means of Egress,,1009.1,Directional signage,"Directional signage indicating the location of all othermeans of egress and which of those areaccessible means of egress shall be provided at the following:
1. At exits serving a required accessible space but not providing anapproved accessible means of egress.
2. At elevator landings.
3. Within areas of refuge."
Chapter 10,Means of Egress,1009,Accessible Means of Egress,,1009.11,Instructions,"In areas of refuge and exterior areas for assisted rescue, instructions on the use of the area under emergency conditions shall be posted. Signage shall comply with the ICC A117.1 requirements for visual characters. The instructions shall include all of the following:
1. Persons able to use the exit stairway do so as soon as possible, unless they are assisting others.
2. Information on planned availability of assistance in the use ofstairs or supervised operation of elevators and how to summon such assistance.
3. Directions for use of the two-way communication system where provided "
Chapter 10,Means of Egress,1013,Exit Signs,,1013.4,Raise character and braille exit signs,"Where exit signs are provided at an area of refuge with direct access to a stairway, an exterior area for assisted rescue, an exit stairway or ramp, an exit passageway, a horizontal exit and the exit discharge, a sign stating “EXIT” in visual characters, raised characters and braille and complying with ICC A117.1 shall be provided."
Chapter 11,Accessibility,1101,General,,1101.1,Scope,The provisions of this chapter shall control the design and construction of facilities for accessibility for individuals with disabilities.
Chapter 11,Accessibility,1102,Compliance,,1102.1,Design,Buildings and facilities shall be designed and constructed to beaccessible in accordance with this code and ICC A117.1.
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.1,Where required,"Sites, buildings, structures, facilities, elements and spaces, temporary or permanent, shall be accessible to individuals with disabilities."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2,General exceptions,"Sites, buildings, structures, facilities, elements and spaces shall be exempt from this chapter to the extent specified in this section."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.1,Specific requirements,"Accessibility is not required in buildings andfacilities, or portions thereof, to the extent permitted by Sections 1104 through 1112."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.2,Employee work areas,"Spaces and elements withinemployee work areas shall only be required to comply with Sections 907.5.2.3.1, 1009 and 1104.3.1 and shall be designed and constructed so that individuals with disabilities can approach, enter and exit the work area. Work areas, or portions of work areas, other than raised courtroom stations in accordance with Section 1109.4.1.4, that are less than 300 square feet (30 m ) in area and located 7 inches (178 mm) or more above or below the ground or finished floor where the change in elevation is essential to the function of the space shall be exempt from all requirements."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.3,Detached dwellings,"Detached one- and two-familydwellings, their accessory structures and their associatedsites and facilities are not required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.4,Utility buildings,"Group U occupancies are not required to comply with this chapter other than the following:
1. In agricultural buildings, access is required to paved work areas and areas open to the general public.
2. Private garages or carports that contain required accessible parking"
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.5,Construction sites,"Structures, sites and equipment directly associated with the actual processes of construction including, but not limited to, scaffolding, bridging, materials hoists, materials storage or construction trailers are not required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.6,Raised areas,"Raised areas used primarily for purposes of security, life safety or fire safety including, but not limited to, observation galleries, prison guard towers, fire towers or lifeguard stands are not required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.7,Limited access spaces,"Spaces accessed only by ladders, catwalks, crawl spaces, freight elevators or very narrow passageways are not required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.8,Areas in places of religious worship,"Raised or lowered areas, or portions of areas, inplaces of religious worship that are less than 300 square feet (30 m ) in area and located 7 inches (178 mm) or more above or below the finished floor and used primarily for the performance of religious ceremonies are not required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.9,Equipment spaces,"Spaces frequented only by service personnel for maintenance, repair or occasional monitoring of equipment are not required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.10,Highway tollbooths,Highway tollbooths where the access is provided only by bridges above the vehicular traffic or underground tunnels are not required to comply with this chapter.
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.11,Residential Group R-1,Buildings of Group R-1 containing not more than five sleeping units for rent or hire that are also occupied as the residence of the proprietor are not required to comply with this chapter.
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.12,Day care facilities,"Where a day care facility is part of a dwelling unit, only the portion of the structure utilized for the day care facility is required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.13,Detention and correctional facilities,"In detention and correctional facilities, common use areas that are used only by inmates or detainees and security personnel, and that do not serve holding cells or housing cells required to beAccessible units, are not required to comply with this chapter."
Chapter 11,Accessibility,1103,Scoping Requirements,,1103.2.14,Walk-in coolers and freezers,Walk-in cooler and freezer equipment accessed only from employee work areas is not required to comply with this chapter.
Chapter 11,Accessibility,1104,Accessible Route,,1104.1,Site arrival points,"At least one accessible route within the site shall be provided from public transportation stops, accessible parking, accessible passenger loading zones, and public streets or sidewalks to the accessible building entrance served. Exception: Other than in buildings or facilities containing or serving Type B units, an accessible route shall not be required between site arrival points and the building orfacility entrance if the only means of access between them is a vehicular way not providing for pedestrian access."
Chapter 11,Accessibility,1104,Accessible Route,,1104.2,Within a site,"At least one accessible route shall connect accessible buildings, accessible facilities, accessible elements and accessible spaces that are on the same site. Exceptions:
1. An accessible route is not required between accessible buildings, accessible facilities, accessible elements and accessible spaces that have, as the only means of access between them, a vehicular way not providing for pedestrian access.
2. An accessible route to recreational facilities shall only be required to the extent specified inSection 1111."
Chapter 11,Accessibility,1104,Accessible Route,,1104.3,Connected spaces,"Where a building or portion of a building is required to beaccessible, at least one accessible route shall be provided to each portion of the building, to accessible building entrances connecting accessible pedestrian walkways and to the public way. Exceptions:
1. Stories and mezzanines exempted by Section 1104.4.
2. In a building, room or space used for assembly purposes withfixed seating, an accessible route shall not be required to serve levels where wheelchair spaces are not provided.
3. Vertical access to elevated employee work stations within a courtroom complying withSection 1109.4.1.4.
4. An accessible route to recreational facilities shall only be required to the extent specified inSection 1111."
Chapter 11,Accessibility,1104,Accessible Route,,1104.3.1,Employee work areas,"Common use circulation paths within employee work areas shall be accessible routes. Exceptions:
1. Common use circulation paths, located within employee work areas that are less than 1,000 square feet (93 m ) in size and defined by permanently installed partitions, counters, casework or furnishings, shall not be required to be accessible routes.
2. Common use circulation paths, located within employee work areas, that are an integral component of equipment, shall not be required to be accessible routes.
3. Common use circulation paths, located within exterior employee work areas that are fully exposed to the weather, shall not be required to be accessible routes."
Chapter 11,Accessibility,1104,Accessible Route,,1104.3.2,Press boxes,"Press boxes in a building, room or space used for assembly purposes shall be on anaccessible route. Exceptions:
1. An accessible route shall not be required to press boxes inbleachers that have a single point of entry from the bleachers, provided that the aggregate area of all press boxes for each playing field is not more than 500 square feet (46 m ).
2. An accessible route shall not be required to free-standing press boxes that are more than 12 feet (3660 mm) above grade provided that the aggregate area of all press boxes for each playing field is not more than 500 square feet (46 m )."
Chapter 11,Accessibility,1104,Accessible Route,,1104.4,Multistory buildings and facilities,"At least one accessible route shall connect each accessiblestory, mezzanine and occupied roofs in multilevel buildings and facilities. Exceptions: 
1. An accessible route is not required tostories, mezzanines and occupied roofs that have an aggregate area of not more than 3,000 square feet (278.7 m ) and are located above and below accessible levels. This exception shall not apply to:
1.1. Multiple tenant facilities of Group M occupancies containing five or more tenant spaces used for the sales or rental of goods and where at least one such tenant space is located on a floor level above or below the accessible levels.
1.2. Stories or mezzanines containing offices of health care providers (Group B or I).
1.3. Passenger transportation facilities and airports (Group A-3 or B).
1.4. Government buildings.
1.5. Structures with four or more dwelling units.
2. Stories, mezzanines or occupied roofs that do not contain accessible elements or other spaces as determined by Section 1108 or 1109 are not required to be served by an accessible route from anaccessible level. 
3. In air traffic control towers, anaccessible route is not required to serve the cab and the floor immediately below the cab.
4. Where a two-story building or facility has one story or mezzanine with an occupant load of five or fewer persons that does not contain public use space, that story or mezzanine shall not be required to be connected by an accessible route to the story above or below "
Chapter 11,Accessibility,1104,Accessible Route,,1104.5,Location,"Accessible routes shall coincide with or be located in the same area as a generalcirculation path. Where the circulation path is interior, the accessible route shall be interior. Where only oneaccessible route is provided, the accessible route shall not pass through kitchens, storage rooms, restrooms, closets or similar spaces. Exceptions:
1. Accessible routes from parking garages contained within and servingType B units are not required to be interior.
2. A single accessible route is permitted to pass through a kitchen or storage room in anAccessible unit, Type A unit or Type B unit."
Chapter 11,Accessibility,1104,Accessible Route,,1104.6,Security barriers,"Security barriers including, but not limited to, security bollards and security check points shall not obstruct a required accessible route or accessible means of egress. Exception: Where security barriers incorporate elements that cannot comply with these requirements, such as certain metal detectors, fluoroscopes or other similar devices, the accessible route shall be permitted to be provided adjacent to security screening devices. The accessible route shall permit persons with disabilities passing around security barriers to maintain visual contact with their personal items to the same extent provided others passing
through the security barrier."
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1,Public entrances,"In addition to accessible entrances required bySections 1105.1.2 through 1105.1.8, at least 60 percent of all public entrances shall be accessible. Exceptions:
1. An accessible entrance is not required to areas not required to be accessible.
2. Loading and service entrances that are not the only entrance to a tenant space."
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.1,Automatic doors,"In facilities with the occupancies and buildingoccupant loads indicated in Table 1105.1.1, public entrances that are required to be accessible shall have one door be either a fullpower-operated door or a low-energy power-operated door. Where the public entrance includes a vestibule, at least one door into and one door out of the vestibule shall meet the requirements of this section."
Chapter 11,Accessibility,1105,Accessible Entrances,,Table 1105.1.1,Public Entrace with Power-Operated Door,
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.2,Parking garage entrances,"Where provided, direct access for pedestrians from parking structures to buildings or facility entrances shall be accessible."
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.3,Entrances fro tunnels or elevated walkways,"Where direct access is provided for pedestrians from a pedestrian tunnel or elevated walkway to a building or facility, at least one entrance to the building or facility from each tunnel or walkway shall be accessible."
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.4,Restricted entrances,"Where restricted entrances are provided to a building or facility, at least onerestricted entrance to the building or facility shall be accessible."
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.5,Entrances for inmates or detanees,"Where entrances used only by inmates or detainees and security personnel are provided at judicial facilities, detention facilities or correctional facilities, at least one such entrance shall be accessible."
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.6,Service entrances,"If a service entrance is the only entrance to a building or a tenant space in a facility, that entrance shall be accessible."
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.7,Tenant spaces,At least one accessible entrance shall be provided to each tenant in a facility. Exception: An accessible entrance is not required toself-service storage facilities that are not required to be accessible.
Chapter 11,Accessibility,1105,Accessible Entrances,,1105.1.8,Dwelling units and sleeping units,"At least one accessible entrance shall be provided to eachdwelling unit and sleeping unit in a facility. Exception: An accessible entrance is not required todwelling units and sleeping units that are not required to be Accessible units, Type A units or Type B units."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.1,General,Parking shall comply with Sections 1106.2 through 1106.8. Passenger loading zones shall comply withSection 1106.9.
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.2,Required,"here parking is provided, accessible parking spaces shall be provided in compliance withTable 1106.2, except as required by Sections 1106.3 through 1106.5. Where more than one parking facility is provided on a site, the number of parking spaces required to be accessible shall be calculated separately for each parking facility. Exception: This section does not apply to parking spaces used exclusively for buses, trucks, other delivery vehicles,
law enforcement vehicles or vehicular impound and motor pools where lots accessed by the public are provided with an accessible passenger loading zone"
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,Table 1106.2,Accessible Parking Spaces,
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.3,"Groups I-1, R-1, R-2, R-3 and R-4","Accessible parking spaces shall be provided in Group I-1, R-1, R-2, R-3 and R-4 occupancies in accordance with Items 1 through 4 as applicable.
1. In Group R-2, R-3 and R-4 occupancies that are required to have Accessible, Type A or Type B dwelling units or sleeping units, at least 2 percent, but not less than one, of each type of parking space provided shall be accessible.
2. In Group I-1 and R-1 occupancies, accessible parking shall be provided in accordance withTable 1106.2.
3. Where at least one parking space is provided for eachdwelling unit or sleeping unit, at least one accessible parking space shall be provided for each Accessible and Type A unit.
4. Where parking is provided within or beneath a building,accessible parking spaces shall be provided within or beneath the building."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.4,Hospital outpatient facilities,"At least 10 percent, but not less than one, of care recipient and visitor parking spaces provided to serve hospital outpatient facilities shall be accessible."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.5,Rehabilitation facilities and outpatient physical therapy facilities,"At least 20 percent, but not less than one, of the portion of care recipient and visitor parking spaces serving rehabilitation facilities specializing in treating conditions that affect mobility and outpatient physical therapy facilities shall be accessible."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.6,Van spaces,"For every six or fraction of six accessible parking spaces, at least one shall be a van-accessible parking space. Exception: In Group U private garages that serve Group R-2 and R-3 occupancies, van-accessible spaces shall be permitted to have vehicular routes, entrances, parking spaces and access aisles with a minimum vertical clearance of 7 feet (2134 mm)."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.7,Location,"Accessible parking spaces shall be located on the shortest accessible route of travel from adjacent parking to an accessible building entrance. In parking facilities that do not serve a particular building, accessible parking spaces shall be located on the shortest route to an accessible pedestrian entrance to the parking facility. Where buildings have multiple accessible entrances with adjacent parking, accessible parking spaces shall be dispersed and located near the accessible entrances. Exceptions:
1. In multilevel parking structures, van-accessible parking spaces are permitted on one level.
2. Accessible parking spaces shall be permitted to be located in different parking facilities if substantially equivalent or greater accessibility is provided in terms of distance from an accessible entrance or entrances, parking fee and user convenience."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.8,Parking meters and pay stations,"Where parking meters and pay stations serve accessible parking spaces, such parking meters and pay stations shall be accessible."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.9,Passenger loading zones,Passenger loading zones shall be accessible.
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.9.1,Continous loading zones,"Where passenger loading zones are provided, one passenger loading zone in every continuous 100 linear feet (30.4 m) maximum of loading zone space shall be accessible."
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.9.2,Medical facilities,A passenger loading zone shall be provided at an accessible entrance to licensed medical and long-term care facilities where people receive physical or medical treatment or care and where the period of stay exceeds 24 hours.
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.9.3,Valet parking,A passenger loading zone shall be provided at valet parking services.
Chapter 11,Accessibility,1106,Parking and Passenger Loading Facilities,,1106.9.4,Mechanical access parking garages,Mechanical access parking garages shall provide at least one passenger loading zone at vehicle drop-off and vehicle pick-up areas.
Chapter 11,Accessibility,1107,Motor-vehicle Related Facilities,,1107.1,General,Electrical vehicle charging stations shall comply with Section 1107.2. Fuel-dispensing systems shall comply with Section 1107.3.
Chapter 11,Accessibility,1107,Motor-vehicle Related Facilities,,1107.2,Electrical vehicle charging stations,"Electrical vehicle charging stations shall comply withSections 1107.2.1 and 1107.2.2. Exception: Electrical vehicle charging stations provided to serve Group R-2, R-3 and R-4 occupancies are not required to comply with this section."
Chapter 11,Accessibility,1107,Motor-vehicle Related Facilities,,1107.2.1,Number of accessible vehicle spaces,"Not less than 5 percent of vehicle spaces on the site served by electrical vehicle charging systems, but not fewer than one for each type of electric vehicle charging system, shall be accessible."
Chapter 11,Accessibility,1107,Motor-vehicle Related Facilities,,1107.2.2,Vehicle space size,Accessible vehicle spaces shall comply with the requirements for a van accessible parking space that is 132 inches (3350 mm) minimum in width with an adjoining access aisle that is 60 inches (1525 mm) minimum in width.
Chapter 11,Accessibility,1107,Motor-vehicle Related Facilities,,1107.3,Fuel-dispensing systems,Fuel-dispensing systems shall beaccessible.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.1,General,"In addition to the other requirements of this chapter, occupancies havingdwelling units or sleeping units shall be provided with accessible features in accordance with this section."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.2,Design,"Dwelling units and sleeping units that are required to beAccessible units, Type A units and Type B units shall comply with the applicable portions of Chapter 11 of ICC A117.1. Units required to beType A units are permitted to be designed and constructed as Accessible units. Units required to beType B units are permitted to be designed and constructed as Accessible units or as Type A units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.3,Accessible spaces,"Rooms and spaces available to the general public or available for use by residents and serving Accessible units,Type A units or Type B units shall be accessible. Accessible spaces shall include toilet and bathing rooms, kitchen, living and dining areas and any exterior spaces, including patios, terraces and balconies. Exceptions:
1. Stories and mezzanines exempted by Section 1108.4.
2. Recreational facilities in accordance with Section 1111.2.
3. Exterior decks, patios or balconies that are part ofType B units and have impervious surfaces, and that are not more than 4 inches (102 mm) below the finished floor level of the adjacent interior space of the unit."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.4,Accessible routes,"Not fewer than one accessible route shall connect accessible building or facility entrances with the primary entrance of each Accessible unit, Type A unit and Type B unit within the building or facility and with those exterior and interior spaces and facilities that serve the units. Exceptions:
1. If due to circumstances outside the control of the owner, either the slope of the finished ground level between accessible facilities and buildings exceeds one unit vertical in 12 units horizontal (1:12), or where physical barriers or legal restrictions prevent the installation of an accessible route, a vehicular route with parking that complies with Section 1106 at each public or common use facility or building is permitted in place of the
accessible route.
2. In Group I-3 facilities, an accessible route is not required to connectstories or mezzanines where Accessible units, all common use areas servingAccessible units and all public use areas are on anaccessible route.
3. In Group R-2 facilities with Type A units complying with Section 1108.6.2.2.1, an accessible route is not required to connect stories or mezzanines where Type A units, all common use areas servingType A units and all public use areas are on an accessible route.
4. In other than Group R-2 dormitory housing provided by places of education, in Group R-2 facilities with Accessible units complying with Section 1108.6.2.3.1, an accessible route is not required to connect stories or mezzanines where Accessible units, all common use areas servingAccessible units and all public use areas are on an accessible route.
5. In Group R-1, an accessible route is not required to connectstories or mezzanines within individual units, provided the accessible level meets the provisions forAccessible units and sleeping accommodations for two persons minimum and a toilet facility are provided on that level.
6. In congregate residences in Groups R-3 and R-4, anaccessible route is not required to connectstories or mezzanines where Accessible units or Type B units, all common use areas servingAccessible units and Type B units and all public use areas serving Accessible units and Type B units are on anaccessible route.
7. An accessible route between stories is not required whereType B units are exempted by Section 1108.7."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5,Group I,Accessible units and Type B units shall be provided in Group I occupancies in accordance withSections 1108.5.1 through 1108.5.5.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.1,Group I-1,Accessible units and Type B units shall be provided in Group I-1 occupancies in accordance withSections 1108.5.1.1 and 1108.5.1.3.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.1.1,Accessible units,"In Group I-1, Condition 1, at least 4 percent, but not less than one, of thedwelling units and sleeping units shall be Accessible units. Accessible dwelling units and sleeping units shall be dispersed among the various classes of units. Exceptions:
1. Water closets shall not be required to comply withICC A117.1 where such water closets comply with Section 1110.2.2, in not more than 50 percent of theAccessible units.
2. Roll-in-type showers shall not be required to comply withICC A117.1 where roll-in-type showers comply with Section 1110.2.3, in not more than 50 percent of theAccessible units"
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.1.2,"Accessible units in Group I-1, Condition 2","In Group I-1, Condition 2, at least 10 percent, but not less than one, of the dwelling units and sleeping units shall be Accessible units. Accessible dwelling units and sleeping units shall be dispersed among the various classes of units. Exceptions:
1. Water closets shall not be required to comply withICC A117.1 where such water closets comply with Section 1110.2.2, in not more than 50 percent of theAccessible units.
2. Roll-in-type showers shall not be required to comply withICC A117.1 where roll-in-type showers comply with Section 1110.2.3, in not more than 50 percent of theAccessible units"
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.1.3,Type B units,"In structures with four or more dwelling units or sleeping units intended to be occupied as a residence, every dwelling unit and sleeping unit intended to be occupied as a residenceshall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7"
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.2,Group I-2 nursing homes,"Accessible units and Type B units shall be provided innursing homes of Group I-2, Condition 1 occupancies in accordance with Sections 1108.5.2.1 and 1108.5.2.2."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.2.1,Accessible units,"At least 50 percent but not less than one of each type of thedwelling units and sleeping units shall beAccessible units. Exceptions:
1. Water closets shall not be required to comply withICC A117.1 where such water closets comply with Section 1110.2.2, in not more than 90 percent of theAccessible units.
2. Roll-in-type showers shall not be required to comply withICC A117.1 where roll-in-type showers comply with Section 1110.2.3, in not more than 90 percent of theAccessible units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.2.2,Type B units,"In structures with four or more dwelling units or sleeping units intended to be occupied as a residence, every dwelling unit and sleeping unit intended to be occupied as a residenceshall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.3,Group I-2 hospitals,"Accessible units and Type B units shall be provided in general-purposehospitals, psychiatric facilities and detoxification facilities of Group I-2 occupancies in accordance withSections 1108.5.3.1 and 1108.5.3.2."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.3.1,Accessible units,"At least 10 percent, but not less than one, of thedwelling units and sleeping units shall beAccessible units. Exception: Entry doors to Accessible dwelling units or sleeping units shall not be required to provide the maneuvering clearance beyond the latch side of the door."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.3.2,Type B units,"In structures with four or more dwelling units or sleeping units intended to be occupied as a residence, every dwelling unit and sleeping unit intended to be occupied as a residenceshall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.4,Group I-2 rehabilitation facilities,"In hospitals and rehabilitation facilities of Group I-2 occupancies that specialize in treating conditions that affect mobility, or units within either that specialize in treating conditions that affect mobility, 100 percent of the dwelling units and sleeping units shall beAccessible units. Exceptions:
1. Water closets shall not be required to comply withICC A117.1 where such water closets comply with Section 1110.2.2, in not more than 50 percent ofAccessible units.
2. Roll-in-type showers shall not be required to comply withICC A117.1 where roll-in-type showers comply with Section 1110.2.3, in not more than 50 percent ofAccessible units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.5,Group I-3,Accessible units shall be provided in Group I-3 occupancies in accordance withSections 1108.5.5.1 through 1108.5.5.3.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.5.1,Group I-3 sleeping units,"In Group I-3 occupancies, at least 3 percent of the total number ofsleeping units in the facility, but not less than one unit in each classification level, shall be Accessible units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.5.2,Special holding cells and special housing cells or rooms,"In addition to the Accessible units required by Section 1108.5.5.1, where special holding cells or special housing cells or rooms are provided, at least one serving each purpose shall be an Accessible unit. Cells or rooms subject to this requirement include, but are not limited to, those used for purposes of orientation, protective custody, administrative or disciplinary detention or segregation, detoxification and medical isolation. Exception: Cells or rooms specially designed without protrusions and that are used solely for purposes of suicide prevention shall not be required to include grab bars"
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.5.5.3,Medical care facilities,Patient sleeping units or cells required to beAccessible units in medical care facilities shall be provided in addition to any medical isolation cells required to comply with Section 1108.5.5.2.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6,Group R,"Accessible units, Type A units and Type B units shall be provided in Group R occupancies in accordance with Sections 1108.6.1 through 1108.6.4."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.1,Group R-1,Accessible units and Type B units shall be provided in Group R-1 occupancies in accordance with Sections 1108.6.1.1 and 1108.6.1.2.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.1.1,Accesible units,"Accessible dwelling units and sleeping units shall be provided in accordance withTable 1108.6.1.1. On a multiple-building site, where structures contain more than 50 dwelling units or sleeping units, the number ofAccessible units shall be determined per structure. On a multiple-building site, where structures contain 50 or fewer dwelling units or sleeping units, all dwelling units and sleeping units on a site shall be considered to determine the total number ofAccessible units. Accessible units shall be dispersed among the various classes of units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.1.2,Type B units,"In structures with four or more dwelling units or sleeping units intended to be occupied as a residence, every dwelling unit and sleeping unit intended to be occupied as a residenceshall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2,Group R-2,"Accessible units, Type A units and Type B units shall be provided in Group R-2 occupancies in accordance with Sections 1108.6.2.1 through 1108.6.2.3."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2.1,live/work units,"In live/work units constructed in accordance with Section 419, the nonresidential portion is required to beaccessible. In a structure where there are four or more live/work units intended to be occupied as a residence, the residential portion of the live/work unit shall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2.2,"Apartment houses, monasteries and convents","Type A units and Type B units shall be provided in apartment houses, monasteries and convents in accordance with Sections 1108.6.2.2.1 and 1108.6.2.2.2. Bedrooms in monasteries and convents shall be counted as units for the purpose of determining the number of units. Where the bedrooms are grouped in sleeping units, only one bedroom in each sleeping unit shall count toward the number of requiredType A units"
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,Table 1108.6.1.1,Accessible dwelling units and sleeping units,
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2.2.1 ,Type A units,"In Group R-2 occupancies containing more than 20 dwelling units or sleeping units, at least 2 percent but not less than one of the units shall be a Type A unit. All Group R-2 units on a site shall be considered to determine the total number of units and the required number of Type A units. Type A units shall be dispersed among the various classes of units. Exceptions:
1. The number of Type A units is permitted to be reduced in accordance withSection 1108.7.
2. Existing structures on a site shall not contribute to the total number of units on a site."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2.2.2,Type B units,"In structures with four or more dwelling units or sleeping units intended to be occupied as a residence, every dwelling unit and sleeping unit intended to be occupied as a residenceshall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2.3,"Group R-2 other than live/work units, apartment houses, monasteries and convents","In Group R-2 occupancies, other than live/work units, apartment houses, monasteries and convents falling within the scope of Sections 1108.6.2.1 and 1108.6.2.2, Accessible units and Type B units shall be provided in accordance with Sections 1108.6.2.3.1 and 1108.6.2.3.2. Bedrooms within congregate living facilities, dormitories, sororities, fraternities and boarding houses shall be counted assleeping units for the purpose of determining the number of units. Where the bedrooms are grouped into dwelling or sleeping units, only one bedroom in each dwelling or sleeping unit shall be permitted to count toward the number of required Accessible units."
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2.3.1,accessible units,Accessible dwelling units and sleeping units shall be provided in accordance withTable 1108.6.1.1.
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.2.3.2,Type B units,"Where there are four or moredwelling units or sleeping units intended to be occupied as a residencein a single structure, every dwelling unit and every sleeping unit intended to be occupied as a residenceshall be a Type B unit. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7"
Chapter 11,Accessibility,1108,Dwelling units and sleep units,,1108.6.3,Group R-3,"In Group R-3 occupancies where there are four or moredwelling units or sleeping units intended to be occupied as a residence in a single structure, every dwelling unit and sleeping unit intended to be occupied as a residence shall be a Type B unit. Bedrooms within congregate living facilities, dormitories, sororities, fraternities, andboarding houses shall be counted as sleeping units for the purpose of determining the number of units. Exception: The number of Type B units is permitted to be reduced in accordance withSection 1108.7."
